,titles,offers,locations,titles_clean
244,Majstor za estrih (m),"Građevinskoj firmi iz Dizeldorfa HITNO potrebni građevinski radnici - majstori za estrih:
Jedan mašinista za estrih
Jedan gleter za estrih
Poželjna znanja i vještine:
1 godina radnog iskustva na istim ili sličnim poslovima (Ali nije uslov!).
Pozitivan i posvečen odnos prema poslu, alatu, vozilima, opremi i kolegama.
Vozačka dozvola B kategorije.
Znanje njemačkog jezika nije potrebno, ali je poželjno!
Šta nudimo:
Konkurentnu platu
Rad sa savremenom mehanizacijom
Pozitivno i dinamično radno okruženje
Osiguravamo:
Smještaj
Prijevoz na posao i s posla
Prijava na penziono i socijalno
Lokacija rada: NRW, Njemačka (Dizeldorf)
Kandidati se mogu javiti na:
Email: posao@bodenprofi-nrw.de
Tel./WhatsApp:  +4915752173049
Putem opcije: ""Prijavite se na oglas"".
Pridružite nam se!","Mjesto rada: Inostranstvo
Zaposlenje: Puno radno vrijeme
Broj izvršilaca: 1
Moguć rad od kuće (remote): Ne
Oglas objavljen: 18.07.2024. u 15:50
Oglas ističe: 18.08.2024. u 23:59",Majstor za estrih (m)
245,Učitelj u produženom boravku (m/ž),"Kids Corner zapošljava na poziciji: Učitelj u produževnom boravku (ž) 
Uslovi:
Završen jedan od studija: Razredna nastava, bosanski jezik, pedagogija, psihologija ili neki srodan studij
Prednost kandidatima/kandidatkinjama sa iskustvom u radu u produženom boravku ili u radu sa djecom.
Vaše prijave pošaljite putem opcije ""Prijavite se na oglas"". ","Mjesto rada: Sarajevo
Zaposlenje: Puno radno vrijeme
Broj izvršilaca: 1
Moguć rad od kuće (remote): Ne
Oglas objavljen: 18.07.2024. u 15:25
Oglas ističe: 18.08.2024. u 23:59",Učitelj u produženom boravku
246,Serviser / tehničar (m/ž),"4U d.o.o. Tuzla, zastupnik proizdvođača uređaja i opreme za označavanje u industriji nudi priliku za zapošljavanje i stručno usavršavanje na slijedeću poziciju: 
 Serviser / tehničar (m/ž)
VAŽNA NAPOMENA: Kandidati koji planiraju aplicirati za posao moraju biti u mogućnosti obezbijediti; Uvjerenje o nekažnjavanju za kaznena djela neovlaštene proizvodnje ili puštanja u promet opojne droge, neovlaštenog prometa opojne droge, posjedovanja ili omogućavanja uživanja opojne droge ili pranja novca u svezi s kaznenim djelima koja se odnose na opojne droge.
 Opis posla:
Popravak i održavanje uređaja i opreme za označavanje u industriji (INK JET Štampači, Etiketirke, i slični uređaji)
Defektaža kvarova i izrada ponuda za servis – Otklanjanje mehaničkih i elektro kvarova
Instalacija i nadogradnja hardware i software-a
Integrisanje opreme u proizvodni sistem klijenata
Pomoć pri prezentacijama i održavanje demo opreme
Vođenja magacina (Prijem i otprema robe)
Šta nudimo:
Zapošljavanje na neodređeno uz obavezan probni rad
Nudimo Vam rad u dinamičnom i inovativnom okruženju
Rad u timu servisnih i tehničkih specijalista
Mogućnost stalnog usavršavanja kroz edukacije u BiH i EU
Redovna primanja, stimulans u skladu sa postignutim rezultatima
Službeno vozilo za poslovnu upotrebu, mobitel i IT opremu
Tražimo:
SSS/VŠS tehničkog smjera
Predznanje/iskustvo u radu sa elektronikom, računarima, hardware i software
Osnovno poznavanje rada na računaru
Znanje engleskog ili njemačkog jezika
Važeča vozačka dozvola B kategorije (Aktivan vozač)
Poželjne vještine i sposobnosti:
Poželjno radno iskustvo na sličnim ili istim poslovima
Spremnost na preuzimanje odgovornosti i samostalnost u donošenju odluka
Fleksibilnost i kreativnost u rješavanju problema
Samoinicijativnost i odgovorno obavljanje poslova
Usmjerenost prema klijentima i rezultatima
Prodajno/komunikacijske vještine
Spremnost na stručno usavršavanje
Sposobnost timskog rada i fleksibilnost u poslu
Spremnost za terenski rad
Pisanu prijavu i biografiju slati putem opcije: ""Prijavite se na oglas""
Oglas ostaje otvoren do popunjavanja tražene pozicije.
Dodatne informacije možete dobiti na mobitel broj 062 939 741, ili na email: info@foryou.ba ","Mjesto rada: Tuzla
Zaposlenje: Puno radno vrijeme
Broj izvršilaca: 2
Moguć rad od kuće (remote): Ne
Oglas objavljen: 18.07.2024. u 15:06
Oglas ističe: 18.08.2024. u 15:06",Serviser / tehničar
247,Knjigovođa (m/ž),"Potrebni uslovi:
SS / VSS – ekonomski smjer
Radno iskustvo na istim ili sličnim poslovima poželjno
Korištenje informatičkih tehnologija. Poželjno znanje iz računovodstvenog programa Pantheon
Izuzetna preciznost i organizovanost. Disciplina i samostalnost u radu

Opis posla:
Knjiženje izvoda banaka
Knjiženje KUF/KIF
Drugi poslovi po nalogu neposrednog rukovodioca
Kreiranje izlaznih faktura
Vođenje računovodstevnih evidencija

Nudimo Vam:
Dinamično poslovno okruženje
Mogućnost učenja i kontinuiranog karijernog razvoja kroz različite edukacije
Vaše prijave pošaljite putem opcije ""Prijavite se na oglas"".","Mjesto rada: Sarajevo
Zaposlenje: Puno radno vrijeme
Broj izvršilaca: 1
Moguć rad od kuće (remote): Ne
Oglas objavljen: 18.07.2024. u 14:14
Oglas ističe: 18.08.2024. u 23:59",Knjigovođa
248,Građevinski radnik (m),"GO. Hamster, traži motivirane i kvalificirane građevinske radnike za rad na različitim pozicijama.
Lokacija rada: Sarajevo, Zenica, Kakanj, Visoko
Tražimo pouzdane i stručne osobe koje su spremne raditi u dinamičnom okruženju.
Poželjno je radno iskustvo.
Ako ste zainteresovani za pridruživanje našem timu prijavu pošaljite putem opcije: ""Prijavite se na oglas"".
Za ostale informacije nazvati na broj: 061/095-966 i 032/423-202","Mjesto rada: Više lokacija
Zaposlenje: Puno radno vrijeme
Broj izvršilaca: 50
Moguć rad od kuće (remote): Ne
Oglas objavljen: 18.07.2024. u 14:11
Oglas ističe: 18.08.2024. u 23:59",Građevinski radnik (m)
249,Stručni saradnik za farmaceutsku prodaju (m/ž),"Mi smo kompanija koja zastupa međunarodne Principale, globalne lidere u sferi dodataka prehrani, farmaceutskih i OTC proizvoda, te medicinskih sredstava.
Također zastupamo kompaniju koja je svjetski lider u proizvodnji sredstava za dezinfekciju ruku i površina. Za razvoj u Bosni i Hercegovini i regiji, tražimo motivisane, obrazovane i pouzdane kandidate. 
Ovo je sjajna prilika za mlade ili malo iskusnije kandidate isključivo sa završenim fakultetom ekonomskih, farmaceutskih, medicinskih, te drugih zdravstvenih, srodnih studija (sanitarno inženjerstvo, biologija, genetika i sl.).
Ukoliko želite biti dio kreativnog i dinamičnog tima, pošaljite nam prijavu za sljedeću poziciju:
Stručni saradnik za farmaceutsku prodaju (m/ž)
Mjesto rada: regija Tuzla, regija Sarajevo, regija Mostar, regija Banjaluka
Glavna područja odgovornosti:
Rad na terenu, te razvijanje i održavanje kvalitetnog partnerskog odnosa sa B2B i B2C klijentima
Realizacija plana i unapređivanje prodaje putem komercijalnih i marketinških aktivnosti na tržištu
Razvoj uspješne saradnje sa doktorima, farmaceutima, te drugim poslovnim partnerima
Dobro poznavanje proizvoda kompanije, ali i konkurentskih preparata
Predlaganje konkretnih mjera za poboljšanje rezultata prodaje
Unapređenje rasta tržišnog udjela za teritoriju odgovornosti
Sudjelovanje na stručnim skupovima, kongresima, edukacijama, itd
Vi ste:
Proaktivni i samostalni u radu
Odgovorni, uporni, pouzdani i posvećeni
Sposobni da gradite i održavate pozitivne odnose sa klijentima i kolegama
Ambiciozni, kreativni, precizni i fleksibilni
Spremni na kontinuirano učenje i usavršavanje
Vi imate:
VSS
Aktivno znanje engleskog jezika
Napredno poznavanje MS Office paketa i interneta
Vozačku dozvolu B kategorije
Izražene organizacijske, komunikacijske i pregovaračke vještine
Efektivne prezentacijske vještine
Jake sposobnosti kritičkog promišljanja i analitičke vještine
Sposobnost vođenja više projekata istovremeno
A mi Vam nudimo:
Kompetitivan financijski paket
Izazovno, dinamično i inspirativno radno okruženje
Rad u mladom i inovativnom timu
Mogućnost za profesionalni razvoj i napredovanje
Sticanje novih znanja i vještina
Kontinuiranu edukaciju i trening
Broj izvršilaca: 1 za svaku regiju
Motivacioni pismo i CV, uz priloženu fotografiju, možete dostaviti putem opcije: ""Prijavite se na oglas"" ili na email info@sambucol.ba sa naznakom u naslovu za koju regiju i poziciju aplicirate.
Molimo da naziv svakog dokumenta koji šaljete sadrži Vaše ime i prezime.
Rok za prijavu je 19.08.2024.
Napomena: Samo Kandidati užeg izbora bit će kontaktirani, ostale prijave pohranjujemo u bazu kandidata kompanije. Zahvaljujemo na razumijevanju.","Mjesto rada: Više lokacija
Zaposlenje: Puno radno vrijeme
Broj izvršilaca: 4
Moguć rad od kuće (remote): Ne
Oglas objavljen: 18.07.2024. u 13:28
Oglas ističe: 18.08.2024. u 13:28",Stručni saradnik za farmaceutsku prodaju
250,Sales Development Representative (m/f),"Crossvallia specializes in IT infrastructure, cloud computing, and security, providing IT services, experience and know-how for IT clients across the globe, most notably HAProxy Technologies. HAProxy Technologies is the company behind HAProxy, the world’s fastest and most widely used software load balancer. Organizations rapidly deploy HAProxy products to deliver websites and applications with the utmost performance, observability, and security at any scale and in any environment.
For over 10 years we have been consistently providing innovative, reliable, high-quality products and services, and excellent support and care for all our customers. As we continue to break new grounds and deliver new solutions, we remain committed to delivering the best possible overall customer experience.
HAProxy Technologies is seeking a Sales Development Representative (SDR) at HAProxy Technologies, you will play a crucial role in driving our sales growth. Your primary responsibilities will include inbound lead qualification, outbound prospecting, and moving leads through the sales funnel to set up sales-qualified appointments. This role demands a passionate, organized, and resilient individual with a proven track record in B2B sales.
What you will do in this role:
Promote HAProxy Technologies solutions to prospective customers, effectively communicating our value proposition.
Respond promptly to inbound leads and conduct qualification calls.
Schedule meetings for qualified prospects with the sales team.
Collaborate on and refine inbound email campaigns and messaging.
Target and prioritize prospects within our CRM for re-engagement.
Utilize various tools including Salesforce, HubSpot, ZoomInfo and LinkedIn to research accounts, identify key contacts, and perform cold outreach to prospective customers.
What you will bring to this role:
Bachelor’s degree in business, marketing, or a related field.
Minimum of 2 years of experience in sales, demand generation or cold calling within the enterprise IT sector or similar industry.
Fluency in English (C2) is required; proficiency in any additional language is an advantage.
A competitive nature with a strong eagerness to learn and succeed.
Experience with LinkedIn, Salesforce (or comparable CRM tool), and HubSpot (or comparable marketing analytics tool) is highly advantageous.
Exceptional pre-call planning, opportunity qualification, and objection handling skills.
Excellent verbal and written communication skills.
Meticulous attention to detail with superior time management abilities.
Ability to work both independently and as part of a team.
The Position
This is a full-time position, for candidates located in Bosnia.
Why Crossvallia:
Surround yourself with talented team members. We hire great people based on our core values creating a fun, collaborative and stimulating work environment. Being on the cutting edge of technology, employees have opportunities for growth through upskilling and to learn a vast array of technologies. We are a fast-growing team, allowing you to have a bigger impact on our future.
You can apply via: ""Prijavite se na oglas"" option.","Mjesto rada: Više lokacija
Zaposlenje: Puno radno vrijeme
Broj izvršilaca: 2
Moguć rad od kuće (remote): Da
Oglas objavljen: 18.07.2024. u 11:25
Oglas ističe: 18.08.2024. u 23:59",Sales Development Representative (m/f)
251,Menadžer prodaje (m/ž),"Izrada i implementacija plana prodaje, uključujući saradnju u kreiranju marketinških strategija.
Aktivno prikupljanje informacija o potrebama klijenata i osiguranje zadovoljstva istih.
Obuka voditelja MBE prodavnica za prodajne aktivnosti, s fokusom na širenje baze kupaca.
Identifikacija potreba klijenata, priprema ponuda i zaključivanje ugovora sa velikim međunarodnim i srednjim klijentima.
Koordinacija sa logističkim operaterima radi efikasne realizacije ugovora.
Obavljanje ostalih aktivnosti prema specifičnim zahtjevima klijenata.
Vaše prijave pošaljite putem opcije ""Prijava kod poslodavca"".","Mjesto rada: Sarajevo
Zaposlenje: Puno radno vrijeme
Broj izvršilaca: 1
Moguć rad od kuće (remote): Ne
Oglas objavljen: 18.07.2024. u 10:41
Oglas ističe: 18.08.2024. u 10:41",Menadžer prodaje
252,Radnik za razne poslove u digitalnoj štampariji (m/ž),"Opis poslova u zavisnosti od znanja kandidata:
Dizajn, grafička priprema, DTP
Organizacija grafičke proizvodnje 
Pomoćni poslovi u digitalnoj štampariji (slaganje, ljepljenje, rezanje)
Dorada i montaža grafičkih proizvoda
Rad na raznim digitalnim mašinama (laserske, ink-jet, cnc) NAKON OBUKE
Radno iskustvo nije neophodno - Nudimo obuku uz rad.
Iskustvo i predznanje navedenih poslova su prednost.
Kandidati bez ikakvog predznanja, mogu se prijaviti za rad na pomoćnim i doradnim poslovima. Bitna je volja za rad i učenje.
PLATA IZNAD PROSJEKA BRANŠE - detalje dogovaramo u zavisnosti od predznanja kandidata.
Prijave putem opcije: ""Prijavite se na oglas"" ili na viber 061 178 752.
Prijava treba da sadrži standardni CV - osnovne informacije o kandidatu.","Mjesto rada: Tuzla
Zaposlenje: Puno radno vrijeme
Broj izvršilaca: 2
Moguć rad od kuće (remote): Ne
Oglas objavljen: 18.07.2024. u 10:06
Oglas ističe: 18.08.2024. u 10:06",Radnik za razne poslove u digitalnoj štampariji
253,Prodavač u maloprodaji (m/ž),"Firma Star-S d.o.o. Tešanj objavljuje oglas za prijem radnika u Sarajevu, poslovna jedinica Zlatarna Dar.
  Prodavač/ica u maloprodaji (2 izvršioca)
  OSNOVNE OBAVEZE I ODGOVOROSTI: 
Održavanje i poštovanje najviših standarda usluga,
Poboljšanje i održavanje visokog nivoa znanja o proizvodima, 
Poznavanje i provođenje potrebnih zakonskih propisa i vođenje dokumentacije,
Rad na kasi u skladu sa politikama i procedurama kao i odgovornost za sve izvršene finansijske transakcije,
Dekoracija prodavaonice u skladu sa standardima,
Izgradnja dobrih odnosa sa drugim članovima tima i održavanje pozitivne radne atmosfere.

USLOVI:
SSS – srednja stručna sprema 
Iskustvo u prodaji najmanje godinu dana,
Poznavanje MS Office-a,
Poznavanje engleskog jezika,
Poželjno iskustvo u prodaji nakita i luksuznih proizvoda,
Osoba orijentisana ka kupcu,
Izražene komunikacijske vještine,
Tačnost i lična etika,

NUDIMO VAM:
Prijatno radno okruženje 
Mogućnost napredovanja i rada na neodređeno
Stimulativna i redovna primanja
Vaše prijave pošaljite putem opcije ""Prijavite se na oglas"".

Nepotpune prijave nećemo uzimati u razmatranje. 
Mjesto rada: Sarajevo, Sarajevo City Center","Mjesto rada: Sarajevo
Zaposlenje: Puno radno vrijeme
Broj izvršilaca: 2
Moguć rad od kuće (remote): Ne
Oglas objavljen: 17.07.2024. u 16:48
Oglas ističe: 17.08.2024. u 23:59",Prodavač u maloprodaji
254,Diplomirani inženjer hemijske tehnologije (m/ž),"O nama:  
Şişecam je jedan od najvećih globalnih investitora u Bosni i Hercegovini. Vodeći se proizvodnom politikom utemeljenoj na visokim performansama kao i konstanom razvoju. Şişecam je u okviru svojih inostranih ulaganja, svoje prvo ulaganje u Bosni i Hercegovini ostvario kupovinom Fabrike Sode Lukavac u procesu privatizacije 2006. godine. Društvo Şişecam posluje na 4 kontinenta, u 14 država, ima 44 fabrike i zapošljava skoro 22.000 radnika. Ostvaruje prodaju u više od 150 zemalja u svijetu. 
Şişecam u svojim fabrikama u Bosni i Hercegovini, Bugarskoj, Turskoj i SAD ostvaruje ukupnu godišnju proizvodnju od 5 miliona tona sode. Şişecam je četvrti najveći proizvođač sode u Evropi, a osmi u svijetu. 
Sisecam soda Lukavac d.o.o. je jedna od najuspješnijih privatizacija u Bosni i Hercegovini, i dobitnik je nagrada za “Najuspješnijeg stranog investitora” izdate od strane Agencije za unapređenje stranih investicija BiH (FIPA), dobitnik prestižne “Silver Stamp” nagrade kao rezultat mnogobrojnih uspješnih aktivnosti. Sisecam soda Lukavac d.o.o. u okviru tradicionalnog izbora 100 najvećih u BiH u organizaciji Poslovnih novina dugi niz godina zauzima vodeće pozicije za: „Velika preduzeća po ukupnom prihodu”, „Velika preduzeća po izvozu” i „Velika preduzeća po neto dobiti”. Zajednica, koja opskrbljuje veliku većinu svojih sirovina iz zemlje i izvozi cjelokupnu proizvodnju u inostranstvo, predstavlja dodatnu vrijednost za privredu Bosne i Hercegovine. Tri osnovna proizvoda su teška soda, laka soda i soda bikarbona koji se koriste kao sirovine za industrijsku proizvodnju stakla i deterdženata, kao i proizvodnju hemijskih supstanci, tekstila, sistema za preradu vode, te u sektorima hrane i hrane za životinje. 
              
Tražimo kandidata koji će biti dio naše kompanije na sljedećoj poziciji: 
Inženjer u proizvodnji 
Uslovi koje kandidati treba da ispunjavaju su:
Diplomirani inženjer hemijske tehnologije, hemijskog inženjerstva, prehrambene tehnologije 
Obavezno poznavanje engleskog jezika
Poznavanje rada na računaru: MS Office paket (Excel, Word, Powerpoint, MS Project), poželjno poznavanje rada u SAP sistemu, ostale vještine su poželjne
Umijeće organiziranja, komuniciranja i planiranja
Samoinicijativa
Nudimo Vam:
Izazovno okruženje
Mogućnost izgradnje zavidne karijere
Fleksibilne beneficije koje se temelje na vještinama kandidata
Ako mislite da ispunjavate potrebne uslove za zasnivanje radnog odnosa na navedenom radnom mjestu, imate adekvatna stručna znanja, spremni ste za dinamičan i odgovoran posao, dodatna stručna usavršavanja, stimulacije i profesionalan razvoj dostavite svoj CV elektronskim putem opcije: ""Prijava kod poslodavca"".
Oglas ostaje otvoren 10 dana od dana objavljivanja. ","Mjesto rada: Lukavac
Zaposlenje: Puno radno vrijeme
Broj izvršilaca: 1
Moguć rad od kuće (remote): Ne
Oglas objavljen: 17.07.2024. u 15:48
Oglas ističe: 27.07.2024. u 15:48",Diplomirani inženjer hemijske tehnologije
