,titles,offers,closest_green_isco,NACE,location
2096,Barmen (m/ž),"Barmen (m/ž)
- kuhanje kava, izdavanje pića - priprema koktela - briga o čistoći i urednosti šanka i skladišta - briga o stanju robe i obavještavanje voditelja o potrebnim narudžbama - komunikacija s gostima
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2113,I, Zagreb
2097,Barmen (m/ž),"Barmen (m/ž)
Barmenski poslovi.
Izvor: www.moj-posao.net
Lokacija: Duće (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 18.04.2024.
Trajanje oglasa: 29 dana (ističe 18.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2113,I, Duće
2098,Barmen (m/ž),"Barmen (m/ž)
Barmen ste s iskustvom, tražite sezonski posao, a želite iskusiti nešto sasvim drugačije? Pridružite se timu restorana na predivnom otoku Ölandu u Švedskoj u toku ljetne sezone!
Izvor: www.moj-posao.net
Lokacija: Švedska (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 16.04.2024.
Trajanje oglasa: 19 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2113,I, Öland
2099,Barmen (m/ž),"Barmen (m/ž)
Barmen / Barmenica priprema pića, napitke i barske mješavine prema narudžbi konobara i gostiju na šanku. Dekorira i poslužuje pića i napitke koristeći prikladan inventar i opremu. Brine o čistoći opreme, inventara i prostora bara. Prati povratne informacije gostiju i reagira u skladu s njima.
Izvor: www.moj-posao.net
Lokacija: Zadar (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 15.04.2024.
Trajanje oglasa: 19 dana (ističe 05.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2113,I, Zadar
2100,Barmen (m/ž),"Barmen (m/ž)
- priprema napitaka, koktela i pića prema narudžbama konobara i gostiju na šanku - kvalitetno i pravovremeno posluživanje gostiju i obavljanja radnih zadataka - poznavanje ponude svih prodajnih mjesta hotela - briga o željama i potrebama gostiju - briga o čistoći opreme, inventara i prostora bara - postupanje u skladu s pravilima struke - profesionalan odnos s gostima - poštivanje standarda i operativnih procedura u radu
Izvor: www.moj-posao.net
Lokacija: Bale (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 11.04.2024.
Trajanje oglasa: 19 dana (ističe 01.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2113,I, Bale
2101,Linux System Administrator (m/ž),"Linux System Administrator (m/ž)
- Instalacija, konfiguracija i administracija Linux servera - Praćenje performansi sustava i rješavanje problema kako bi se osigurala optimalna funkcionalnost i dostupnost - Implementiranje sigurnosnih mjera i nadogradnje sustava - Sudjelovanje u izradi i održavanju dokumentacije sustava i operativnih procedura
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",1321,J, Zagreb
2102,"Monter - serviser / pomoćni serviser grijanja, klimatizacije i vodovoda (m/ž)","Monter - serviser / pomoćni serviser grijanja, klimatizacije i vodovoda (m/ž)
Poslovi instaliranja, montaže i servisiranja sustava za hlađenje, grijanje i klimatizaciju.
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2144,F, Zagreb
2103,Voditelj proizvodnje (m/ž),"Voditelj proizvodnje (m/ž)
- upravljanje cjelokupnim proizvodnim procesom u pogonu - planiranje proizvodnje na osnovu radnih naloga, praćenje plana i dinamike proizvodnje - vođenje i razvoj tima pogona te kontrola rada radnika - identificiranje problema vezanih uz proces proizvodnje - praćenje efikasnosti proizvodnog procesa, troškova proizvodnje, predlaganje poboljšanja proizvodnog procesa - upravljanje troškovima
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",1321,C, Zagreb
2104,Voditelj proizvodnje (m/ž),"Voditelj proizvodnje (m/ž)
- vođenje proizvodnje i upravljanje zaposlenicima - planiranje proizvodnje etiketa po zadanim zahtjevima kupaca i terminima isporuke - ulazna i izlazna kontrola kvalitete proizvoda - izrada otpremnica, deklaracija te ostale potrebne dokumentacije - kandidati strojarskog usmjerenja imaju prednost ali nije uvjet
Izvor: www.moj-posao.net
Lokacija: Labinci (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 26 dana (ističe 19.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",1321,C, Labinci
2105,Tehničar održavanja - električar (m/ž),"Tehničar održavanja - električar (m/ž)
- održavanje elektro instalacija u prodajnim centrima, spajanje elektro ormara i druge elektro opreme - izvođenje radova na elektroinstalacijama jake i slabe struje, informatičkih mreža i ostalih kabliranja - izvođenje i montaža rasvjete, prekidača, tipkala, utičnica - montaža elektro opreme, ovjesa, kabelskih ljestvi, polica - rad sa ručnim alatom (brusilica, bušilica) - samostalan i timski rad
Izvor: www.moj-posao.net
Lokacija: Sesvete (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7412,F, Sesvete
2106,Domar - kotlovničar (m/ž),"Domar - kotlovničar (m/ž)
- nadzor i održavanje instalacija (voda, struja, grijanje, klimatizacija, odvodnja) - nadzor funkcioniranja sustava hlađenja, grijanja i ventilacije - kontrola i pregled pripadajućih strojarskih instalacija postrojenja i zgrade - vođenje potrebnih evidencija - održavanje okoliša
Izvor: www.moj-posao.net
Lokacija: Zagreb (Jankomir) (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7223,E, Zagreb
2107,Trgovac - blagajnik (m/ž),"Trgovac - blagajnik (m/ž)
- vođenje prodajnih razgovora - stvaranje ugodnog mjesta za kupovinu našim kupcima - odgovornost za uspješnu prodaju - popunjavanje prodajnog mjesta robom - održavanje čistoće i urednosti prodajnog mjesta
Izvor: www.moj-posao.net
Lokacija: Varaždin (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Varaždin
2108,Trgovac - blagajnik (m/ž),"Trgovac - blagajnik (m/ž)
- vođenje prodajnih razgovora - stvaranje ugodnog mjesta za kupovinu našim kupcima - odgovornost za uspješnu prodaju - popunjavanje prodajnog mjesta robom - održavanje čistoće i urednosti prodajnog mjesta
Izvor: www.moj-posao.net
Lokacija: Zagreb (Črnomerec) (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zagreb
2109,Trgovac - blagajnik (m/ž),"Trgovac - blagajnik (m/ž)
- vođenje prodajnih razgovora - naplaćivanje robe kupcima - vođenje popratnih blagajničkih evidencija - stvaranje ugodnog mjesta za kupovinu našim kupcima - odgovornost za uspješnu prodaju - popunjavanje prodajnog mjesta robom - održavanje čistoće i urednosti prodajnog mjesta
Izvor: www.moj-posao.net
Lokacija: Zagreb (Novi Zagreb) (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zagreb
2110,Trgovac - blagajnik (m/ž),"Trgovac - blagajnik (m/ž)
- vođenje prodajnih razgovora - stvaranje ugodnog mjesta za kupovinu našim kupcima - odgovornost za uspješnu prodaju - popunjavanje prodajnog mjesta robom - održavanje čistoće i urednosti prodajnog mjesta
Izvor: www.moj-posao.net
Lokacija: Pula (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Pula
2111,Pripravnik inženjer u odjelu Proizvodnje (m/ž),"Pripravnik inženjer u odjelu Proizvodnje (m/ž)
- Savladavanje osnovnih vještina rada na strojevima u svrhu upoznavanja proizvodne opreme i procesa - Sklonost rada u timu i prilagodba proizvodnim okolnostima - Razumijevanje ključnih pokazatelja uspješnosti (KPI's) - Aktivno predlaganje poboljšanja - Analitički pristup rješavanju problema - Snalažljivost, spretnost, spremnost na brzo donošenje odluka - Volju za učenjem i razvojem, kao i ambicioznost - Fleksibilnost i pouzdanost - Razumijevanje procesa proizvodnje
Izvor: www.moj-posao.net
Lokacija: Kanfanar (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 19 dana (ističe 16.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",3119,C, Kanfanar
2112,Fasader - soboslikar (m/ž),"Fasader - soboslikar (m/ž)
- izrada fasada, gletanje i bojanje zidova Broj traženih radnika: 3
Izvor: www.moj-posao.net
Lokacija: Pula (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 27 dana (ističe 24.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,F, Pula
2113,Instalater (m/ž),"Instalater (m/ž)
- Održavanje tehničke ispravnosti strojeva i instalacija sustava komprimiranog zraka i vakuum pumpi - Pregledavanje vodovodnog sustava u svrhu identifikacije i zamjene istrošenih dijelova - Održavanje ispravnosti instalacija i opreme za grijanje, hlađenje, klimatizaciju i ventilaciju u krugu tvornice - Održavanje ispravnosti sustava distribucije tehnološke pare i povrata kondenzata, vodovodne mreže, kanalizacijskog sustava i sustava omekšane i tople vode - Testiranje instalacija u svrhu detekcije propuštanja i ostalih rizika - Analiziranje kvarova i pronalazak odgovarajućih alata i materijala potrebnih za otklanjanje kvarova - Ispunjavanje izvještaja, dokumentiranje kvarova i bilježenje sažetka poduzetih akcija - Rad u 3 smjene
Izvor: www.moj-posao.net
Lokacija: Kanfanar (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 19 dana (ističe 16.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2149,C, Kanfanar
2114,Tehničar osiguranja kvalitete (m/ž),"Tehničar osiguranja kvalitete (m/ž)
- Vršenje uzorkovanja (ISO 8243 i tvornički plan uzorkovanja) - Izvođenje fizikalnih i vizualnih pregleda gotovih proizvoda i poluproizvoda prema zadanom planu - Izvještavanje rezultata - Pružanje podrška prilikom probnih proizvodnji - Pregled nesukladnih proizvoda - Održavanje, kalibracija i provjere mjernih instrumenata - Izvođenje treninga za zaposlenike vezanih uz održanje željene kvalitete proizvoda - Komunikacija sa svim sudionicima uključenim u proces planiranja - Sklonost rada u timu i prilagodba proizvodnim okolnostima - Razumijevanje ključnih pokazatelja uspješnosti (KPI's) - Aktivno predlaganje poboljšanja - Analitički pristup rješavanju problema - Razumijevanje procesa proizvodnje - Rad u 3 smjene
Izvor: www.moj-posao.net
Lokacija: Kanfanar (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 19 dana (ističe 16.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2519,C, Kanfanar
2115,Manipulant - viličarist (m/ž),"Manipulant - viličarist (m/ž)
- Savladavanje osnovnih vještina rada u skladištu - Omogućavanje kretanje materijala i uskladištenih proizvoda, kao i siguran utovar / istovar materijala - Sklonost rada u timu i prilagodljivost - Provođenje procjena rizika te pripadajućih korektivnih aktivnosti - Iskustvo u skladišnim okruženjima - Razumijevanje procesa logistike - Snalažljivost, preciznost, predlaganje poboljšanja - Razumijevanje ključnih pokazatelja uspješnosti (KPI's) - Volju za učenjem i razvojem - Fleksibilnost i pouzdanost - Rad u 3 smjene
Izvor: www.moj-posao.net
Lokacija: Kanfanar (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 19 dana (ističe 16.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",3122,H, Kanfanar
2116,Prodavač - komercijalist elektro opreme (m/ž),"Prodavač - komercijalist elektro opreme (m/ž)
Traži se: Prodavač - komercijalist (m/ž) u maloprodajnoj trgovini elektromaterijala.
Izvor: www.moj-posao.net
Lokacija: Sveti Križ Začretje (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 27 dana (ističe 24.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",1420,G, Sveti Križ Začretje 
2117,Pomoćni radnik u preradi drva (m/ž),"Pomoćni radnik u preradi drva (m/ž)
- brušenje i završna obrada drvenih elemenata bojanjem
Izvor: www.moj-posao.net
Lokacija: Koprivnica (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 6 dana (ističe 03.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",9215,C, Koprivnica
2118,Financijski savjetnik (m/ž),"Financijski savjetnik (m/ž)
Ako ste radili kao financijski savjetnik ili imate iskustva u bankarskom i prodajnom sektoru, imate dobru šansu postati naš novi referent. Pozivamo da nam se pridružite. Opis posla: - sudjelovanje u procjeni financijskih rizika i obrada apliciranih zahtjeva - provjera dostavljenih podataka korisnika putem telefonskog kontakta - analiza podataka klijenata (financijski izvještaji) te korištenje podataka za preporuku planova plaćanja - odgovornost za administraciju i unos prikupljenih podataka u skladu s lokalnim propisima i politikom tvrtke - sudjelovanje u programima obuke Društva - obavljanje drugih poslova povezanih s radnim obavezama
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 29 dana (ističe 26.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2412,K, Zagreb
2119,Voditelj trgovine (m/ž),"Voditelj trgovine (m/ž)
- osiguravanje poštivanje svih politika trgovine i procedura - održavanje visokih standarda izloženosti robe i izgleda trgovine - osiguranje kvalitete i dostupnosti proizvoda - ispunjavanje ciljeva prodaje i profitabilnosti - osiguravanje pridravanja sigurnosnih pravila u trgovini - nadziranje, obučavanje i motiviranje zaposlenika - održavanje visoke razine zadovoljstva kupaca - osiguravanje pridržavanja svih procesa i procedura rada unutar trgovine
Izvor: www.moj-posao.net
Lokacija: Zagreb, Zaprešić, Virovitica, Vinkovci, Dugo Selo, Rijeka (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",5211,G, Zagreb
2120,Prodajni savjetnik dizajnerskog namještaja / Komercijalist (m/ž),"Prodajni savjetnik dizajnerskog namještaja / Komercijalist (m/ž)
Zbog širenja poslovanja tražimo motivirane i odgovorne osobe za poziciju: Prodajni savjetnik dizajnerskog namještaja / Komercijalist (m/ž). Tvoji zadaci i odgovornosti: - komuniciranje s klijentima putem web obrasca, pružajući im uslugu savjetovanja i pomoći pri odabiru dizajnerskog namještaja i opreme. - aktivna promocija i prezentacija proizvoda kupcima u Showroomu - naručivanje proizvoda, koordinacija isporuke proizvoda i praćenje naplate - briga o izloženosti, urednosti i atraktivnosti Showrooma - izvještavanje o prodajnim aktivnostima, prateći realizaciju ciljeva i predlažući inovativne strategije za rast
Izvor: www.moj-posao.net
Lokacija: Hrvatski Leskovac (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 19 dana (ističe 16.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2433,G, Hrvatski Leskovac
2121,Serviser prodajne opreme / Servisni tehničar (m/ž),"Serviser prodajne opreme / Servisni tehničar (m/ž)
- održavanje, ugradnja i izmjena sigurnosnih brava i dijelova na sefovima - izmjena dijelova na uredskim sjedalicama premium kategorije - servis i održavanje brojača novčanica i kovanica - samostalno i ispravno obavljanje radnih zadataka - praćenje stanja rezervnih dijelova na skladištu - drugi poslovi - dnevna intervencija (po potrebi) cijela RH
Izvor: www.moj-posao.net
Lokacija: Hrvatski Leskovac (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 19 dana (ističe 16.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7231,N,<h3>Hrvatski Leskovac</h3>
2122,Pomoćni lakirer (m/ž),"Pomoćni lakirer (m/ž)
Pomoćni lakirer (m/ž).
Izvor: www.moj-posao.net
Lokacija: Slavonski Brod (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 29 dana (ističe 26.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,C, Slavonski Brod
2123,Senior CRM Engineer (m/f),"Senior CRM Engineer (m/f)
- Develop customizations and extensions for Microsoft Dynamics 365 (Model-Driven and Canvas Apps), including the creation of plugins, flows, custom entities and business process flows. - Configure the functionality of the standard modules (Sales, Customer Service, Field Service & Customer Insights), including entities, forms, views, workflows and dashboards to meet business requirements. - Design scalable and efficient solutions by leveraging the Power- and Azure platform portfolio. - Work closely with business departments to understand and analyze their requirements, translate them into technical specifications and solutions, and make architectural decisions. - Design and implement integration solutions between Microsoft Dynamics 365, the Power platform, and other systems, such as ERP and third-party applications, using various integration methodologies, technologies, and APIs. - Enjoy staying abreast of the latest technologies and capabilities of Microsoft Dynamics 365, Power Platform, and related technologies, and not be afraid to put your knowledge to productive use. - Provide technical support and training to end-users. - Active participation in the CRM Team Development Process (SDLC).
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 19 dana (ističe 16.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2149,M, Zagreb
2124,Mlađi interni revizor (m/ž),"Mlađi interni revizor (m/ž)
- Sudjelovanje u pripremi godišnjeg plana rada interne revizije - Samostalno provođenje pojedinačne revizije procesa i aktivnostiPrikupljanje informacija o rizicima i kontrolama u pojedinom poslovnom procesu kao podlogu za izvršenje pojedine revizije - Dokumentiranje radnih zadataka i provedenih testiranja - Davanje revizorskog mišljenja o djelotvornosti sustava unutarnjih kontrola i upravljanja rizicima - Davanje preporuka za otklanjanje nepravilnosti i unaprjeđenje procesa i poslovanja - Izrada izvještaja o provedenim revizijama i kontrolama - Praćenje provedbe preporučenih aktivnosti (follow up) te izrada izvještaja o istome - Obavljanje svih ostalih poslova i aktivnosti u okviru funkcije interne revizije po nalogu nadređenog
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 26.04.2024.
Trajanje oglasa: 9 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",4312,M, Zagreb
